Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
216,Exit short,2010-08-16,MacdLE,0.23,1,0.22,-0.01,-4.55,0,0.00,-0.02,-9.09,0.63,0.00
216,Entry short,2010-08-12,MacdSE,0.22,1,0.22,-0.01,-4.55,0,0.00,-0.02,-9.09,0.63,0.00
217,Exit long,2010-10-05,MacdSE,0.29,1,0.23,0.06,26.09,0.08,34.78,0,0.00,0.69,0.00
217,Entry long,2010-08-16,MacdLE,0.23,1,0.23,0.06,26.09,0.08,34.78,0,0.00,0.69,0.00
218,Exit short,2010-10-26,MacdLE,0.29,1,0.29,0,0.00,0.03,10.34,-0.01,-3.45,0.69,0.00
218,Entry short,2010-10-05,MacdSE,0.29,1,0.29,0,0.00,0.03,10.34,-0.01,-3.45,0.69,0.00
219,Exit long,2010-12-15,MacdSE,0.37,1,0.29,0.08,27.59,0.09,31.03,0,0.00,0.77,0.00
219,Entry long,2010-10-26,MacdLE,0.29,1,0.29,0.08,27.59,0.09,31.03,0,0.00,0.77,0.00
220,Exit short,2011-01-04,MacdLE,0.4,1,0.37,-0.03,-8.11,0.02,5.41,-0.03,-8.11,0.74,0.00
220,Entry short,2010-12-15,MacdSE,0.37,1,0.37,-0.03,-8.11,0.02,5.41,-0.03,-8.11,0.74,0.00
221,Exit long,2011-02-01,MacdSE,0.6,1,0.4,0.2,50.00,0.23,57.50,-0.01,-2.50,0.94,0.00
221,Entry long,2011-01-04,MacdLE,0.4,1,0.4,0.2,50.00,0.23,57.50,-0.01,-2.50,0.94,0.00
222,Exit short,2011-03-25,MacdLE,0.48,1,0.6,0.12,20.00,0.17,28.33,-0.05,-8.33,1.06,0.00
222,Entry short,2011-02-01,MacdSE,0.6,1,0.6,0.12,20.00,0.17,28.33,-0.05,-8.33,1.06,0.00
223,Exit long,2011-05-17,MacdSE,0.44,1,0.48,-0.04,-8.33,0.03,6.25,-0.06,-12.50,1.02,0.00
223,Entry long,2011-03-25,MacdLE,0.48,1,0.48,-0.04,-8.33,0.03,6.25,-0.06,-12.50,1.02,0.00
224,Exit short,2011-05-31,MacdLE,0.5,1,0.44,-0.06,-13.64,0.01,2.27,-0.06,-13.64,0.96,0.00
224,Entry short,2011-05-17,MacdSE,0.44,1,0.44,-0.06,-13.64,0.01,2.27,-0.06,-13.64,0.96,0.00
225,Exit long,2011-06-07,MacdSE,0.46,1,0.5,-0.04,-8.00,0,0.00,-0.05,-10.00,0.92,0.00
225,Entry long,2011-05-31,MacdLE,0.5,1,0.5,-0.04,-8.00,0,0.00,-0.05,-10.00,0.92,0.00
226,Exit short,2011-07-05,MacdLE,0.4,1,0.46,0.06,13.04,0.09,19.57,0,0.00,0.98,0.00
226,Entry short,2011-06-07,MacdSE,0.46,1,0.46,0.06,13.04,0.09,19.57,0,0.00,0.98,0.00
227,Exit long,2011-07-13,MacdSE,0.37,1,0.4,-0.03,-7.50,0.01,2.50,-0.04,-10.00,0.95,0.00
227,Entry long,2011-07-05,MacdLE,0.4,1,0.4,-0.03,-7.50,0.01,2.50,-0.04,-10.00,0.95,0.00
228,Exit short,2011-07-22,MacdLE,0.37,1,0.37,0,0.00,0.03,8.11,0,0.00,0.95,0.00
228,Entry short,2011-07-13,MacdSE,0.37,1,0.37,0,0.00,0.03,8.11,0,0.00,0.95,0.00
229,Exit long,2011-08-08,MacdSE,0.31,1,0.37,-0.06,-16.22,0.01,2.70,-0.06,-16.22,0.89,0.00
229,Entry long,2011-07-22,MacdLE,0.37,1,0.37,-0.06,-16.22,0.01,2.70,-0.06,-16.22,0.89,0.00
230,Exit short,2011-08-16,MacdLE,0.33,1,0.31,-0.02,-6.45,0.01,3.23,-0.06,-19.35,0.87,0.00
230,Entry short,2011-08-08,MacdSE,0.31,1,0.31,-0.02,-6.45,0.01,3.23,-0.06,-19.35,0.87,0.00
231,Exit long,2011-08-19,MacdSE,0.29,1,0.33,-0.04,-12.12,0.01,3.03,-0.04,-12.12,0.83,0.00
231,Entry long,2011-08-16,MacdLE,0.33,1,0.33,-0.04,-12.12,0.01,3.03,-0.04,-12.12,0.83,0.00
232,Exit short,2011-08-24,MacdLE,0.33,1,0.29,-0.04,-13.79,0,0.00,-0.04,-13.79,0.79,0.00
232,Entry short,2011-08-19,MacdSE,0.29,1,0.29,-0.04,-13.79,0,0.00,-0.04,-13.79,0.79,0.00
233,Exit long,2011-09-26,MacdSE,0.35,1,0.33,0.02,6.06,0.07,21.21,-0.02,-6.06,0.81,0.00
233,Entry long,2011-08-24,MacdLE,0.33,1,0.33,0.02,6.06,0.07,21.21,-0.02,-6.06,0.81,0.00
234,Exit short,2011-10-11,MacdLE,0.37,1,0.35,-0.02,-5.71,0.06,17.14,-0.02,-5.71,0.79,0.00
234,Entry short,2011-09-26,MacdSE,0.35,1,0.35,-0.02,-5.71,0.06,17.14,-0.02,-5.71,0.79,0.00
235,Exit long,2011-10-26,MacdSE,0.37,1,0.37,0,0.00,0.03,8.11,-0.02,-5.41,0.79,0.00
235,Entry long,2011-10-11,MacdLE,0.37,1,0.37,0,0.00,0.03,8.11,-0.02,-5.41,0.79,0.00
236,Exit short,2011-10-28,MacdLE,0.38,1,0.37,-0.01,-2.70,0.01,2.70,-0.02,-5.41,0.78,0.00
236,Entry short,2011-10-26,MacdSE,0.37,1,0.37,-0.01,-2.70,0.01,2.70,-0.02,-5.41,0.78,0.00
237,Exit long,2011-11-02,MacdSE,0.36,1,0.38,-0.02,-5.26,0.01,2.63,-0.03,-7.89,0.76,0.00
237,Entry long,2011-10-28,MacdLE,0.38,1,0.38,-0.02,-5.26,0.01,2.63,-0.03,-7.89,0.76,0.00
238,Exit short,2011-11-30,MacdLE,0.38,1,0.36,-0.02,-5.56,0.02,5.56,-0.02,-5.56,0.74,0.00
238,Entry short,2011-11-02,MacdSE,0.36,1,0.36,-0.02,-5.56,0.02,5.56,-0.02,-5.56,0.74,0.00
239,Exit long,2011-12-12,MacdSE,0.36,1,0.38,-0.02,-5.26,0.02,5.26,-0.02,-5.26,0.72,0.00
239,Entry long,2011-11-30,MacdLE,0.38,1,0.38,-0.02,-5.26,0.02,5.26,-0.02,-5.26,0.72,0.00
240,Exit short,2012-01-04,MacdLE,0.35,1,0.36,0.01,2.78,0.03,8.33,-0.01,-2.78,0.73,0.00
240,Entry short,2011-12-12,MacdSE,0.36,1,0.36,0.01,2.78,0.03,8.33,-0.01,-2.78,0.73,0.00
241,Exit long,2012-01-18,MacdSE,0.34,1,0.35,-0.01,-2.86,0.02,5.71,-0.01,-2.86,0.72,0.00
241,Entry long,2012-01-04,MacdLE,0.35,1,0.35,-0.01,-2.86,0.02,5.71,-0.01,-2.86,0.72,0.00
242,Exit short,2012-01-20,MacdLE,0.36,1,0.34,-0.02,-5.88,0,0.00,-0.02,-5.88,0.7,0.00
242,Entry short,2012-01-18,MacdSE,0.34,1,0.34,-0.02,-5.88,0,0.00,-0.02,-5.88,0.7,0.00
243,Exit long,2012-02-22,MacdSE,0.4,1,0.36,0.04,11.11,0.06,16.67,-0.01,-2.78,0.74,0.00
243,Entry long,2012-01-20,MacdLE,0.36,1,0.36,0.04,11.11,0.06,16.67,-0.01,-2.78,0.74,0.00
244,Exit short,2012-03-28,MacdLE,0.38,1,0.4,0.02,5.00,0.04,10.00,-0.01,-2.50,0.76,0.00
244,Entry short,2012-02-22,MacdSE,0.4,1,0.4,0.02,5.00,0.04,10.00,-0.01,-2.50,0.76,0.00
245,Exit long,2012-04-10,MacdSE,0.36,1,0.38,-0.02,-5.26,0.01,2.63,-0.03,-7.89,0.74,0.00
245,Entry long,2012-03-28,MacdLE,0.38,1,0.38,-0.02,-5.26,0.01,2.63,-0.03,-7.89,0.74,0.00
246,Exit short,2012-05-14,MacdLE,0.33,1,0.36,0.03,8.33,0.06,16.67,-0.01,-2.78,0.77,0.00
246,Entry short,2012-04-10,MacdSE,0.36,1,0.36,0.03,8.33,0.06,16.67,-0.01,-2.78,0.77,0.00
247,Exit long,2012-07-12,MacdSE,0.31,1,0.33,-0.02,-6.06,0.02,6.06,-0.04,-12.12,0.75,0.00
247,Entry long,2012-05-14,MacdLE,0.33,1,0.33,-0.02,-6.06,0.02,6.06,-0.04,-12.12,0.75,0.00
248,Exit short,2012-07-27,MacdLE,0.33,1,0.31,-0.02,-6.45,0.01,3.23,-0.03,-9.68,0.73,0.00
248,Entry short,2012-07-12,MacdSE,0.31,1,0.31,-0.02,-6.45,0.01,3.23,-0.03,-9.68,0.73,0.00
249,Exit long,2012-08-24,MacdSE,0.36,1,0.33,0.03,9.09,0.05,15.15,0,0.00,0.76,0.00
249,Entry long,2012-07-27,MacdLE,0.33,1,0.33,0.03,9.09,0.05,15.15,0,0.00,0.76,0.00
250,Exit short,2012-10-18,MacdLE,0.33,1,0.36,0.03,8.33,0.05,13.89,-0.01,-2.78,0.79,0.00
250,Entry short,2012-08-24,MacdSE,0.36,1,0.36,0.03,8.33,0.05,13.89,-0.01,-2.78,0.79,0.00
251,Exit long,2012-10-22,MacdSE,0.3,1,0.33,-0.03,-9.09,0,0.00,-0.03,-9.09,0.76,0.00
251,Entry long,2012-10-18,MacdLE,0.33,1,0.33,-0.03,-9.09,0,0.00,-0.03,-9.09,0.76,0.00
252,Exit short,2012-11-05,MacdLE,0.31,1,0.3,-0.01,-3.33,0,0.00,-0.02,-6.67,0.75,0.00
252,Entry short,2012-10-22,MacdSE,0.3,1,0.3,-0.01,-3.33,0,0.00,-0.02,-6.67,0.75,0.00
253,Exit long,2012-11-14,MacdSE,0.3,1,0.31,-0.01,-3.23,0.02,6.45,-0.02,-6.45,0.74,0.00
253,Entry long,2012-11-05,MacdLE,0.31,1,0.31,-0.01,-3.23,0.02,6.45,-0.02,-6.45,0.74,0.00
254,Exit short,2012-11-27,MacdLE,0.3,1,0.3,0,0.00,0.02,6.67,0,0.00,0.74,0.00
254,Entry short,2012-11-14,MacdSE,0.3,1,0.3,0,0.00,0.02,6.67,0,0.00,0.74,0.00
255,Exit long,2012-12-28,MacdSE,0.3,1,0.3,0,0.00,0.02,6.67,-0.01,-3.33,0.74,0.00
255,Entry long,2012-11-27,MacdLE,0.3,1,0.3,0,0.00,0.02,6.67,-0.01,-3.33,0.74,0.00
256,Exit short,2013-01-03,MacdLE,0.32,1,0.3,-0.02,-6.67,0,0.00,-0.02,-6.67,0.72,0.00
256,Entry short,2012-12-28,MacdSE,0.3,1,0.3,-0.02,-6.67,0,0.00,-0.02,-6.67,0.72,0.00
257,Exit long,2013-01-10,MacdSE,0.31,1,0.32,-0.01,-3.12,0.01,3.13,-0.02,-6.25,0.71,0.00
257,Entry long,2013-01-03,MacdLE,0.32,1,0.32,-0.01,-3.12,0.01,3.13,-0.02,-6.25,0.71,0.00
258,Exit short,2013-01-29,MacdLE,0.31,1,0.31,0,0.00,0.01,3.23,-0.01,-3.23,0.71,0.00
258,Entry short,2013-01-10,MacdSE,0.31,1,0.31,0,0.00,0.01,3.23,-0.01,-3.23,0.71,0.00
259,Exit long,2013-02-22,MacdSE,0.31,1,0.31,0,0.00,0.01,3.23,-0.01,-3.23,0.71,0.00
259,Entry long,2013-01-29,MacdLE,0.31,1,0.31,0,0.00,0.01,3.23,-0.01,-3.23,0.71,0.00
260,Exit short,2013-02-25,MacdLE,0.31,1,0.31,0,0.00,0,0.00,0,0.00,0.71,0.00
260,Entry short,2013-02-22,MacdSE,0.31,1,0.31,0,0.00,0,0.00,0,0.00,0.71,0.00
261,Exit long,2013-02-26,MacdSE,0.31,1,0.31,0,0.00,0.01,3.23,0,0.00,0.71,0.00
261,Entry long,2013-02-25,MacdLE,0.31,1,0.31,0,0.00,0.01,3.23,0,0.00,0.71,0.00
262,Exit short,2013-03-01,MacdLE,0.31,1,0.31,0,0.00,0,0.00,-0.01,-3.23,0.71,0.00
262,Entry short,2013-02-26,MacdSE,0.31,1,0.31,0,0.00,0,0.00,-0.01,-3.23,0.71,0.00
263,Exit long,2013-03-18,MacdSE,0.31,1,0.31,0,0.00,0.02,6.45,0,0.00,0.71,0.00
263,Entry long,2013-03-01,MacdLE,0.31,1,0.31,0,0.00,0.02,6.45,0,0.00,0.71,0.00
264,Exit short,2013-04-11,MacdLE,0.32,1,0.31,-0.01,-3.23,0.01,3.23,-0.01,-3.23,0.7,0.00
264,Entry short,2013-03-18,MacdSE,0.31,1,0.31,-0.01,-3.23,0.01,3.23,-0.01,-3.23,0.7,0.00
265,Exit long,2013-04-23,MacdSE,0.32,1,0.32,0,0.00,0.01,3.13,-0.01,-3.12,0.7,0.00
265,Entry long,2013-04-11,MacdLE,0.32,1,0.32,0,0.00,0.01,3.13,-0.01,-3.12,0.7,0.00
266,Exit short,2013-04-24,MacdLE,0.32,1,0.32,0,0.00,0,0.00,-0.01,-3.12,0.7,0.00
266,Entry short,2013-04-23,MacdSE,0.32,1,0.32,0,0.00,0,0.00,-0.01,-3.12,0.7,0.00
267,Exit long,2013-05-28,MacdSE,0.37,1,0.32,0.05,15.63,0.05,15.63,0,0.00,0.75,0.00
267,Entry long,2013-04-24,MacdLE,0.32,1,0.32,0.05,15.63,0.05,15.63,0,0.00,0.75,0.00
268,Exit short,2013-07-11,MacdLE,0.36,1,0.37,0.01,2.70,0.02,5.41,-0.02,-5.41,0.76,0.00
268,Entry short,2013-05-28,MacdSE,0.37,1,0.37,0.01,2.70,0.02,5.41,-0.02,-5.41,0.76,0.00
269,Exit long,2013-07-23,MacdSE,0.36,1,0.36,0,0.00,0.01,2.78,-0.01,-2.78,0.76,0.00
269,Entry long,2013-07-11,MacdLE,0.36,1,0.36,0,0.00,0.01,2.78,-0.01,-2.78,0.76,0.00
270,Exit short,2013-08-02,MacdLE,0.37,1,0.36,-0.01,-2.78,0.01,2.78,-0.01,-2.78,0.75,0.00
270,Entry short,2013-07-23,MacdSE,0.36,1,0.36,-0.01,-2.78,0.01,2.78,-0.01,-2.78,0.75,0.00
271,Exit long,2013-08-13,MacdSE,0.36,1,0.37,-0.01,-2.70,0,0.00,-0.04,-10.81,0.74,0.00
271,Entry long,2013-08-02,MacdLE,0.37,1,0.37,-0.01,-2.70,0,0.00,-0.04,-10.81,0.74,0.00
272,Exit short,2013-08-15,MacdLE,0.37,1,0.36,-0.01,-2.78,0,0.00,-0.02,-5.56,0.73,0.00
272,Entry short,2013-08-13,MacdSE,0.36,1,0.36,-0.01,-2.78,0,0.00,-0.02,-5.56,0.73,0.00
273,Exit long,2013-08-28,MacdSE,0.37,1,0.37,0,0.00,0.02,5.41,0,0.00,0.73,0.00
273,Entry long,2013-08-15,MacdLE,0.37,1,0.37,0,0.00,0.02,5.41,0,0.00,0.73,0.00
274,Exit short,2013-09-11,MacdLE,0.39,1,0.37,-0.02,-5.41,0,0.00,-0.02,-5.41,0.71,0.00
274,Entry short,2013-08-28,MacdSE,0.37,1,0.37,-0.02,-5.41,0,0.00,-0.02,-5.41,0.71,0.00
275,Exit long,2013-09-26,MacdSE,0.39,1,0.39,0,0.00,0.01,2.56,-0.01,-2.56,0.71,0.00
275,Entry long,2013-09-11,MacdLE,0.39,1,0.39,0,0.00,0.01,2.56,-0.01,-2.56,0.71,0.00
276,Exit short,2013-10-21,MacdLE,0.4,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.7,0.00
276,Entry short,2013-09-26,MacdSE,0.39,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.7,0.00
277,Exit long,2013-10-25,MacdSE,0.39,1,0.4,-0.01,-2.50,0,0.00,-0.02,-5.00,0.69,0.00
277,Entry long,2013-10-21,MacdLE,0.4,1,0.4,-0.01,-2.50,0,0.00,-0.02,-5.00,0.69,0.00
278,Exit short,2013-11-12,MacdLE,0.39,1,0.39,0,0.00,0.03,7.69,0,0.00,0.69,0.00
278,Entry short,2013-10-25,MacdSE,0.39,1,0.39,0,0.00,0.03,7.69,0,0.00,0.69,0.00
279,Exit long,2013-11-22,MacdSE,0.38,1,0.39,-0.01,-2.56,0.02,5.13,-0.01,-2.56,0.68,0.00
279,Entry long,2013-11-12,MacdLE,0.39,1,0.39,-0.01,-2.56,0.02,5.13,-0.01,-2.56,0.68,0.00
280,Exit short,2013-11-29,MacdLE,0.39,1,0.38,-0.01,-2.63,0,0.00,-0.02,-5.26,0.67,0.00
280,Entry short,2013-11-22,MacdSE,0.38,1,0.38,-0.01,-2.63,0,0.00,-0.02,-5.26,0.67,0.00
281,Exit long,2013-12-10,MacdSE,0.38,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.66,0.00
281,Entry long,2013-11-29,MacdLE,0.39,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.66,0.00
282,Exit short,2013-12-23,MacdLE,0.39,1,0.38,-0.01,-2.63,0.01,2.63,-0.01,-2.63,0.65,0.00
282,Entry short,2013-12-10,MacdSE,0.38,1,0.38,-0.01,-2.63,0.01,2.63,-0.01,-2.63,0.65,0.00
283,Exit long,2014-01-14,MacdSE,0.39,1,0.39,0,0.00,0.02,5.13,-0.01,-2.56,0.65,0.00
283,Entry long,2013-12-23,MacdLE,0.39,1,0.39,0,0.00,0.02,5.13,-0.01,-2.56,0.65,0.00
284,Exit short,2014-01-17,MacdLE,0.4,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.64,0.00
284,Entry short,2014-01-14,MacdSE,0.39,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.64,0.00
285,Exit long,2014-01-27,MacdSE,0.39,1,0.4,-0.01,-2.50,0.01,2.50,-0.01,-2.50,0.63,0.00
285,Entry long,2014-01-17,MacdLE,0.4,1,0.4,-0.01,-2.50,0.01,2.50,-0.01,-2.50,0.63,0.00
286,Exit short,2014-02-11,MacdLE,0.4,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.62,0.00
286,Entry short,2014-01-27,MacdSE,0.39,1,0.39,-0.01,-2.56,0.01,2.56,-0.01,-2.56,0.62,0.00
287,Exit long,2014-03-07,MacdSE,0.46,1,0.4,0.06,15.00,0.08,20.00,0,0.00,0.68,0.00
287,Entry long,2014-02-11,MacdLE,0.4,1,0.4,0.06,15.00,0.08,20.00,0,0.00,0.68,0.00
288,Exit short,2014-04-10,MacdLE,0.47,1,0.46,-0.01,-2.17,0.02,4.35,-0.02,-4.35,0.67,0.00
288,Entry short,2014-03-07,MacdSE,0.46,1,0.46,-0.01,-2.17,0.02,4.35,-0.02,-4.35,0.67,0.00
289,Exit long,2014-04-11,MacdSE,0.46,1,0.47,-0.01,-2.13,0.01,2.13,-0.01,-2.13,0.66,0.00
289,Entry long,2014-04-10,MacdLE,0.47,1,0.47,-0.01,-2.13,0.01,2.13,-0.01,-2.13,0.66,0.00
290,Exit short,2014-04-23,MacdLE,0.47,1,0.46,-0.01,-2.17,0.01,2.17,-0.01,-2.17,0.65,0.00
290,Entry short,2014-04-11,MacdSE,0.46,1,0.46,-0.01,-2.17,0.01,2.17,-0.01,-2.17,0.65,0.00
291,Exit long,2014-04-30,MacdSE,0.47,1,0.47,0,0.00,0.02,4.26,-0.01,-2.13,0.65,0.00
291,Entry long,2014-04-23,MacdLE,0.47,1,0.47,0,0.00,0.02,4.26,-0.01,-2.13,0.65,0.00
292,Exit short,2014-05-27,MacdLE,0.47,1,0.47,0,0.00,0.03,6.38,0,0.00,0.65,0.00
292,Entry short,2014-04-30,MacdSE,0.47,1,0.47,0,0.00,0.03,6.38,0,0.00,0.65,0.00
293,Exit long,2014-06-23,MacdSE,0.47,1,0.47,0,0.00,0.02,4.26,-0.01,-2.13,0.65,0.00
293,Entry long,2014-05-27,MacdLE,0.47,1,0.47,0,0.00,0.02,4.26,-0.01,-2.13,0.65,0.00
294,Exit short,2014-07-11,MacdLE,0.48,1,0.47,-0.01,-2.13,0.01,2.13,-0.01,-2.13,0.64,0.00
294,Entry short,2014-06-23,MacdSE,0.47,1,0.47,-0.01,-2.13,0.01,2.13,-0.01,-2.13,0.64,0.00
295,Exit long,2014-07-22,MacdSE,0.47,1,0.48,-0.01,-2.08,0.01,2.08,-0.02,-4.17,0.63,0.00
295,Entry long,2014-07-11,MacdLE,0.48,1,0.48,-0.01,-2.08,0.01,2.08,-0.02,-4.17,0.63,0.00
296,Exit short,2014-08-11,MacdLE,0.48,1,0.47,-0.01,-2.13,0.04,8.51,-0.01,-2.13,0.62,0.00
296,Entry short,2014-07-22,MacdSE,0.47,1,0.47,-0.01,-2.13,0.04,8.51,-0.01,-2.13,0.62,0.00
297,Exit long,2014-09-12,MacdSE,0.49,1,0.48,0.01,2.08,0.02,4.17,-0.01,-2.08,0.63,0.00
297,Entry long,2014-08-11,MacdLE,0.48,1,0.48,0.01,2.08,0.02,4.17,-0.01,-2.08,0.63,0.00
298,Exit short,2014-10-22,MacdLE,0.46,1,0.49,0.03,6.12,0.07,14.29,0,0.00,0.66,0.00
298,Entry short,2014-09-12,MacdSE,0.49,1,0.49,0.03,6.12,0.07,14.29,0,0.00,0.66,0.00
299,Exit long,2014-12-09,MacdSE,0.52,1,0.46,0.06,13.04,0.07,15.22,-0.01,-2.17,0.72,0.00
299,Entry long,2014-10-22,MacdLE,0.46,1,0.46,0.06,13.04,0.07,15.22,-0.01,-2.17,0.72,0.00
300,Exit short,2015-01-21,MacdLE,0.5,1,0.52,0.02,3.85,0.04,7.69,-0.01,-1.92,0.74,0.00
300,Entry short,2014-12-09,MacdSE,0.52,1,0.52,0.02,3.85,0.04,7.69,-0.01,-1.92,0.74,0.00
301,Exit long,2015-01-29,MacdSE,0.48,1,0.5,-0.02,-4.00,0.02,4.00,-0.02,-4.00,0.72,0.00
301,Entry long,2015-01-21,MacdLE,0.5,1,0.5,-0.02,-4.00,0.02,4.00,-0.02,-4.00,0.72,0.00
302,Exit short,2015-02-05,MacdLE,0.5,1,0.48,-0.02,-4.17,0.01,2.08,-0.03,-6.25,0.7,0.00
302,Entry short,2015-01-29,MacdSE,0.48,1,0.48,-0.02,-4.17,0.01,2.08,-0.03,-6.25,0.7,0.00
303,Exit long,2015-03-05,MacdSE,0.56,1,0.5,0.06,12.00,0.07,14.00,0,0.00,0.76,0.00
303,Entry long,2015-02-05,MacdLE,0.5,1,0.5,0.06,12.00,0.07,14.00,0,0.00,0.76,0.00
304,Exit short,2015-03-06,MacdLE,0.57,1,0.56,-0.01,-1.79,0,0.00,-0.01,-1.79,0.75,0.00
304,Entry short,2015-03-05,MacdSE,0.56,1,0.56,-0.01,-1.79,0,0.00,-0.01,-1.79,0.75,0.00
305,Exit long,2015-03-10,MacdSE,0.57,1,0.57,0,0.00,0,0.00,-0.01,-1.75,0.75,0.00
305,Entry long,2015-03-06,MacdLE,0.57,1,0.57,0,0.00,0,0.00,-0.01,-1.75,0.75,0.00
306,Exit short,2015-03-11,MacdLE,0.57,1,0.57,0,0.00,0,0.00,-0.01,-1.75,0.75,0.00
306,Entry short,2015-03-10,MacdSE,0.57,1,0.57,0,0.00,0,0.00,-0.01,-1.75,0.75,0.00
307,Exit long,2015-03-13,MacdSE,0.56,1,0.57,-0.01,-1.75,0.01,1.75,-0.01,-1.75,0.74,0.00
307,Entry long,2015-03-11,MacdLE,0.57,1,0.57,-0.01,-1.75,0.01,1.75,-0.01,-1.75,0.74,0.00
308,Exit short,2015-04-10,MacdLE,0.56,1,0.56,0,0.00,0.05,8.93,-0.03,-5.36,0.74,0.00
308,Entry short,2015-03-13,MacdSE,0.56,1,0.56,0,0.00,0.05,8.93,-0.03,-5.36,0.74,0.00
309,Exit long,2015-04-27,MacdSE,0.55,1,0.56,-0.01,-1.79,0.01,1.79,-0.02,-3.57,0.73,0.00
309,Entry long,2015-04-10,MacdLE,0.56,1,0.56,-0.01,-1.79,0.01,1.79,-0.02,-3.57,0.73,0.00
310,Exit short,2015-05-04,MacdLE,0.57,1,0.55,-0.02,-3.64,0,0.00,-0.02,-3.64,0.71,0.00
310,Entry short,2015-04-27,MacdSE,0.55,1,0.55,-0.02,-3.64,0,0.00,-0.02,-3.64,0.71,0.00
311,Exit long,2015-05-07,MacdSE,0.55,1,0.57,-0.02,-3.51,0,0.00,-0.02,-3.51,0.69,0.00
311,Entry long,2015-05-04,MacdLE,0.57,1,0.57,-0.02,-3.51,0,0.00,-0.02,-3.51,0.69,0.00
312,Exit short,2015-05-08,MacdLE,0.53,1,0.55,0.02,3.64,0.02,3.64,-0.01,-1.82,0.71,0.00
312,Entry short,2015-05-07,MacdSE,0.55,1,0.55,0.02,3.64,0.02,3.64,-0.01,-1.82,0.71,0.00
313,Exit long,2015-05-11,MacdSE,0.51,1,0.53,-0.02,-3.77,0.02,3.77,-0.02,-3.77,0.69,0.00
313,Entry long,2015-05-08,MacdLE,0.53,1,0.53,-0.02,-3.77,0.02,3.77,-0.02,-3.77,0.69,0.00
314,Exit short,2015-05-28,MacdLE,0.55,1,0.51,-0.04,-7.84,0,0.00,-0.04,-7.84,0.65,0.00
314,Entry short,2015-05-11,MacdSE,0.51,1,0.51,-0.04,-7.84,0,0.00,-0.04,-7.84,0.65,0.00
315,Exit long,2015-06-15,MacdSE,0.53,1,0.55,-0.02,-3.64,0.02,3.64,-0.02,-3.64,0.63,0.00
315,Entry long,2015-05-28,MacdLE,0.55,1,0.55,-0.02,-3.64,0.02,3.64,-0.02,-3.64,0.63,0.00
316,Exit short,2015-06-22,MacdLE,0.55,1,0.53,-0.02,-3.77,0.01,1.89,-0.02,-3.77,0.61,0.00
316,Entry short,2015-06-15,MacdSE,0.53,1,0.53,-0.02,-3.77,0.01,1.89,-0.02,-3.77,0.61,0.00
317,Exit long,2015-06-24,MacdSE,0.53,1,0.55,-0.02,-3.64,0,0.00,-0.02,-3.64,0.59,0.00
317,Entry long,2015-06-22,MacdLE,0.55,1,0.55,-0.02,-3.64,0,0.00,-0.02,-3.64,0.59,0.00
318,Exit short,2015-07-17,MacdLE,0.5,1,0.53,0.03,5.66,0.05,9.43,0,0.00,0.62,0.00
318,Entry short,2015-06-24,MacdSE,0.53,1,0.53,0.03,5.66,0.05,9.43,0,0.00,0.62,0.00
319,Exit long,2015-07-28,MacdSE,0.48,1,0.5,-0.02,-4.00,0,0.00,-0.02,-4.00,0.6,0.00
319,Entry long,2015-07-17,MacdLE,0.5,1,0.5,-0.02,-4.00,0,0.00,-0.02,-4.00,0.6,0.00
320,Exit short,2015-07-29,MacdLE,0.49,1,0.48,-0.01,-2.08,0,0.00,-0.02,-4.17,0.59,0.00
320,Entry short,2015-07-28,MacdSE,0.48,1,0.48,-0.01,-2.08,0,0.00,-0.02,-4.17,0.59,0.00
321,Exit long,2015-08-24,MacdSE,0.51,1,0.49,0.02,4.08,0.11,22.45,0,0.00,0.61,0.00
321,Entry long,2015-07-29,MacdLE,0.49,1,0.49,0.02,4.08,0.11,22.45,0,0.00,0.61,0.00
322,Exit short,2015-09-15,MacdLE,0.57,1,0.51,-0.06,-11.76,0.01,1.96,-0.06,-11.76,0.55,0.00
322,Entry short,2015-08-24,MacdSE,0.51,1,0.51,-0.06,-11.76,0.01,1.96,-0.06,-11.76,0.55,0.00
323,Exit long,2015-10-30,MacdSE,0.7,1,0.57,0.13,22.81,0.15,26.32,-0.01,-1.75,0.68,0.00
323,Entry long,2015-09-15,MacdLE,0.57,1,0.57,0.13,22.81,0.15,26.32,-0.01,-1.75,0.68,0.00
324,Exit short,2015-11-09,MacdLE,0.78,1,0.7,-0.08,-11.43,0.01,1.43,-0.1,-14.29,0.6,0.00
324,Entry short,2015-10-30,MacdSE,0.7,1,0.7,-0.08,-11.43,0.01,1.43,-0.1,-14.29,0.6,0.00
